Cement,Water,Fine_Aggregate,Coarse_Aggregate,Superplasticizer,Age,Compressive_Strength
521.3,187.7,775.7,862.1,9.25,28,52.13
460.4,186.7,813.1,826.3,4.97,7,33.34
422.1,195.3,755.9,904.6,3.12,7,30.19
535.3,200.5,803.2,828.7,4.34,28,49.11
516.4,202.1,911.7,748.9,4.29,28,46.83
394.1,152.2,771.3,865.1,5.74,28,48.98
445.2,183.4,800.6,914.8,7.63,7,38.76
432.7,163.0,813.7,918.1,3.69,180,56.3
465.4,201.6,801.6,934.8,8.96,3,23.7
396.8,188.9,966.4,696.4,4.21,90,41.15
376.2,175.2,969.3,669.1,4.22,56,45.81
529.9,161.3,772.8,918.3,5.02,56,60.63
532.5,170.3,968.8,748.9,11.02,28,53.51
514.0,192.2,932.0,730.6,12.44,7,39.93
545.0,162.3,1013.2,676.8,8.09,28,60.8
491.3,155.6,853.7,846.3,2.87,28,51.09
495.9,203.3,830.5,854.7,5.06,28,44.75
495.4,195.9,880.1,819.1,4.04,7,35.99
430.5,162.0,920.8,670.9,9.41,7,39.74
425.0,167.5,922.6,727.0,2.85,7,35.15
375.3,208.3,868.4,799.2,9.13,28,33.12
468.3,192.5,754.6,795.9,7.85,28,47.95
386.5,186.6,962.2,759.0,5.94,56,41.36
379.3,168.5,966.7,705.3,8.32,28,44.61
454.8,167.9,803.7,772.2,2.52,28,47.6
414.3,152.4,942.8,770.5,8.51,7,36.67
370.3,193.7,863.7,829.7,2.72,28,37.51
507.7,152.6,887.9,813.8,11.08,7,45.53
517.9,150.3,861.0,767.4,8.07,7,47.5
358.6,193.8,974.6,746.2,2.23,1,8.21
321.7,206.9,974.2,658.6,6.97,7,20.49
397.3,195.4,859.8,804.3,2.2,7,31.73
503.4,178.3,777.2,773.0,3.91,28,48.87
513.0,179.2,849.6,829.3,10.75,3,30.9
351.8,176.2,796.1,897.5,5.03,7,31.78
498.1,169.5,822.6,840.8,11.27,1,15.9
346.6,181.3,763.6,885.7,6.14,28,35.65
409.7,175.9,880.3,831.7,7.16,28,43.45
549.7,185.9,801.2,885.1,5.96,7,40.73
364.3,203.9,806.0,799.7,2.8,3,15.69
355.4,209.7,991.2,750.7,8.61,90,32.88
417.2,154.7,823.6,867.9,2.96,28,50.89
462.5,173.1,946.8,800.8,7.21,28,51.48
534.6,160.8,1020.7,723.6,5.59,28,56.22
545.6,171.1,927.6,806.1,5.61,56,60.89
336.0,167.2,814.9,886.1,5.68,56,41.81
351.7,160.5,838.8,833.1,7.37,14,41.29
501.9,195.8,853.3,731.1,10.31,28,49.88
382.2,179.8,872.4,786.2,8.55,7,33.47
523.5,205.2,804.4,898.7,5.68,28,48.95
472.6,152.0,855.2,798.9,6.77,14,52.63
345.7,154.0,916.0,807.6,1.79,1,8.83
511.5,174.2,770.4,801.5,10.2,90,58.15
360.6,154.8,881.2,745.0,3.98,56,46.81
417.4,165.8,760.4,890.8,6.77,7,36.2
447.0,209.2,819.0,817.4,3.75,180,45.41
435.2,162.5,896.9,674.8,9.31,7,39.78
477.8,161.9,772.8,807.9,10.2,28,55.17
470.1,184.4,928.8,788.7,10.6,56,51.03
548.2,179.9,842.4,804.5,3.24,7,40.03
549.9,184.8,775.9,783.8,13.66,28,56.82
438.8,172.6,912.4,640.9,4.37,28,48.42
341.9,199.6,824.8,819.9,3.83,3,15.46
487.4,158.3,768.5,814.4,4.87,14,49.74
544.6,175.7,991.6,699.4,5.64,7,39.24
393.2,191.4,960.3,748.8,6.31,28,39.8
426.1,202.1,881.2,714.4,4.17,3,21.33
417.7,172.2,763.2,905.2,5.38,7,34.29
331.8,184.1,742.5,838.4,6.01,28,37.39
474.6,154.1,879.1,731.7,10.31,7,40.75
401.3,160.2,831.8,896.0,7.57,14,44.69
501.1,154.1,802.6,856.2,8.46,28,61.9
511.4,193.7,979.1,748.1,4.07,28,50.96
508.9,167.3,786.2,808.9,10.85,3,29.85
415.8,193.4,744.6,871.4,2.39,56,40.75
394.0,154.0,748.9,895.3,4.05,28,45.67
492.2,201.8,850.1,795.9,3.02,7,34.12
504.3,200.1,949.2,800.3,9.25,28,46.87
433.0,155.3,912.8,660.1,5.35,28,50.38
525.4,151.4,802.8,917.6,9.48,28,59.84
353.1,153.4,826.1,896.7,4.22,28,43.91
522.2,201.2,879.3,781.4,7.37,28,49.93
342.1,164.1,816.9,801.9,4.84,180,41.87
355.3,182.9,863.9,789.9,2.1,28,35.37
442.8,175.6,946.8,661.7,6.02,56,50.15
335.5,197.7,909.2,800.7,5.98,28,31.75
332.1,179.3,845.1,804.6,5.29,56,40.79
320.1,180.0,1038.4,696.8,2.08,90,36.09
420.4,209.3,769.9,904.6,7.72,7,26.8
498.2,159.0,974.9,678.0,5.57,7,43.52
328.0,199.8,888.8,803.4,1.73,28,30.92
470.0,153.1,867.6,783.2,3.81,14,49.49
509.3,178.7,1018.3,712.6,7.61,28,50.57
358.6,203.2,834.9,752.0,4.02,28,36.52
353.8,189.9,899.8,844.8,6.68,90,36.7
518.0,191.1,840.6,871.8,5.08,14,46.82
509.3,165.8,945.2,777.0,10.42,28,56.32
444.0,175.1,881.7,764.9,4.76,7,37.59
508.4,172.0,828.1,889.4,8.86,28,57.44
341.3,181.3,896.6,714.8,7.16,1,10.61
410.7,177.7,930.5,771.8,5.22,28,43.29
489.7,169.6,804.2,773.9,2.91,28,54.12
379.2,168.3,726.2,885.2,5.96,28,42.33
493.0,165.1,847.4,791.7,12.28,28,55.3
436.0,171.9,728.0,886.5,10.63,14,41.65
492.6,159.0,750.6,876.8,4.64,1,12.77
426.9,202.3,882.0,832.0,8.59,3,22.12
404.6,186.1,740.3,861.1,4.81,180,46.42
370.4,158.0,834.8,864.2,3.04,90,44.73
367.9,191.6,858.0,706.8,6.74,7,29.21
492.8,200.9,845.3,857.9,7.4,7,34.33
347.3,164.3,1024.4,684.0,5.48,14,39.34
339.8,159.0,957.7,672.6,7.32,28,40.84
360.5,150.5,911.3,783.2,4.23,14,39.37
360.3,152.8,1031.2,701.8,6.61,3,24.53
509.3,195.7,992.2,717.9,6.28,14,42.74
411.7,209.2,810.5,817.6,2.41,7,30.61
547.8,152.7,926.2,720.6,6.88,7,46.72
351.6,194.9,802.7,903.2,8.44,7,26.2
470.3,154.3,889.0,719.5,6.9,28,56.42
423.2,185.5,895.9,814.9,3.03,28,41.35
410.4,195.4,731.1,884.5,7.7,7,28.79
521.3,171.6,840.4,870.8,12.65,28,56.39
544.4,150.7,929.9,637.4,12.61,28,60.04
520.8,185.7,775.3,783.5,8.56,28,50.29
364.2,209.5,834.9,914.6,4.56,90,36.87
370.8,165.5,824.2,899.6,6.16,3,24.23
470.9,161.4,901.1,825.5,10.04,56,54.7
386.5,157.4,1003.1,737.2,8.59,28,46.03
489.0,183.3,923.2,714.5,10.45,28,48.84
